building,amenity,amenity:school,amenity:hospital,amenity:restaurant,amenity:cafe,shop,tourism,tourism:hotel,tourism:museum,leisure,leisure:park,historic,amenity:place_of_worship,County
16708,56,15,3,3,0,4,1,0,0,3,0,0,2,Nairobi
4501,15,2,1,2,1,4,3,2,0,1,0,0,0,Nakuru
395,1,0,0,0,0,0,0,0,0,0,0,0,0,Makueni
2163,4,0,0,0,0,1,0,0,0,16,0,0,0,Nakuru
51,31,3,0,2,0,3,3,3,0,2,0,0,4,Nairobi
2832,509,13,1,82,17,103,57,38,4,23,13,9,10,Nairobi
13361,610,157,16,7,0,107,3,0,0,42,0,0,90,Nairobi
16009,540,111,11,8,0,100,2,1,0,12,0,0,122,Nairobi
18395,44,9,0,0,1,0,0,0,0,4,0,0,0,Nairobi
18333,59,14,2,3,0,4,1,0,0,4,1,0,2,Nairobi
3996,130,10,6,6,1,11,5,4,0,1,1,0,7,Nairobi
4493,525,145,15,5,4,95,3,1,0,48,0,0,39,Nairobi
12900,95,10,2,10,1,10,1,0,0,0,0,0,10,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
80,44,6,3,2,2,2,1,1,0,1,0,0,1,Kitui
5946,45,5,0,2,0,7,0,0,0,10,2,1,5,Nairobi
1,14,5,1,0,0,2,0,0,0,1,0,0,1,Kajiado
4038,47,4,1,6,2,6,6,6,0,12,1,3,5,Nyeri
18273,24,4,0,0,0,2,1,0,0,2,0,0,0,Nairobi
0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
0,1,0,0,0,0,0,0,0,0,0,0,0,0,West Pokot
828,2,0,0,0,0,0,0,0,0,0,0,0,2,West Pokot
3172,525,25,1,89,18,125,69,46,3,30,13,8,13,Nairobi
6320,63,13,4,2,6,65,29,16,0,9,1,1,6,Nakuru
0,1,1,0,0,0,0,0,0,0,0,0,0,0,West Pokot
3643,71,19,7,2,0,32,13,9,0,15,7,1,3,Nairobi
78,0,0,0,0,0,0,0,0,0,0,0,0,0,Tana River
6820,91,14,5,2,1,10,8,5,0,9,1,1,4,Nairobi
5199,81,17,7,2,0,34,12,9,0,13,5,1,5,Nairobi
6129,94,15,5,2,1,35,6,1,0,13,5,1,7,Nairobi
300,54,4,2,8,6,43,26,18,0,15,0,0,5,Kilifi
318,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
1224,1,0,0,0,0,0,0,0,0,1,0,0,0,Nakuru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bungoma
3613,37,2,2,7,0,3,5,4,0,8,1,0,1,Kilifi
2626,14,5,1,2,0,1,4,2,0,5,0,0,0,Kilifi
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mandera
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandera
287,2,0,0,1,0,1,3,1,0,1,0,1,0,Kwale
248,1,0,0,0,0,0,0,0,0,1,0,0,0,Kericho
4766,50,1,2,11,0,12,14,12,0,2,0,0,5,Nakuru
10135,34,6,0,4,0,8,0,0,0,0,0,0,2,Kajiado
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Wajir
5791,28,2,0,3,0,11,5,5,0,1,0,0,0,Nakuru
950,2,1,0,0,0,2,3,0,0,0,0,0,0,Mombasa
26,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
188,10,2,1,0,0,0,0,0,0,0,0,0,1,Embu
4964,144,5,3,17,5,38,5,1,0,20,1,0,15,Nairobi
85,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwale
2,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
80,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
2460,71,2,0,1,0,9,0,0,0,2,0,0,1,Kisumu
5957,35,3,2,2,6,55,20,7,0,1,0,0,2,Nakuru
878,1,0,1,0,0,0,0,0,0,0,0,0,0,Uasin Gishu
1882,12,0,0,1,0,8,1,0,0,1,0,0,0,Kisumu
5165,16,3,2,0,0,1,3,3,0,3,0,0,3,Homa Bay
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
26,54,4,7,6,0,15,1,1,0,2,0,0,3,Kiambu
4298,87,9,1,17,0,19,11,2,0,8,0,0,8,Nairobi
3864,322,72,11,3,2,22,8,2,0,38,9,2,29,Nairobi
1020,4,2,0,0,0,0,0,0,0,1,0,0,0,Kisumu
402,1,0,0,0,0,0,1,0,0,0,0,0,0,Siaya
1090,1,1,0,0,0,0,0,0,0,2,0,0,0,Kisumu
293,3,2,0,1,0,0,0,0,0,0,0,0,0,Kiambu
320,13,1,1,0,0,4,3,0,0,4,0,0,6,Kwale
1002,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
639,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
10982,302,166,0,2,0,3,2,0,0,2,0,1,28,Nairobi
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,Lamu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
820,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
988,1,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
14,0,0,0,0,0,0,0,0,0,0,0,0,0,Nairobi
489,31,4,0,0,0,12,2,0,0,3,1,0,5,Mombasa
6481,768,65,11,20,6,51,17,6,0,21,6,0,59,Nairobi
1058,94,4,10,10,1,17,20,17,0,4,1,0,7,Uasin Gishu
1185,263,4,5,13,4,245,28,15,0,25,6,1,8,Kisumu
4574,171,20,5,23,2,46,27,12,1,26,5,1,18,Nairobi
0,14,3,0,0,0,0,0,0,0,3,0,0,1,Kilifi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
6888,10,1,0,0,0,0,1,1,0,1,0,2,1,Mandera
863,91,3,9,8,1,14,11,11,0,15,0,0,3,Kisii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
112,22,8,0,5,0,0,2,1,0,1,0,0,0,Kiambu
130,1,0,1,0,0,0,0,0,0,0,0,0,0,Kisii
12,1,0,0,0,0,0,0,0,0,0,0,0,0,Marsabit
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
827,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
1159,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
882,23,6,0,2,1,8,0,0,0,0,0,0,5,Kiambu
1583,1,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
809,1,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
885,1,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
1416,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Migori
778,22,10,2,0,0,1,0,0,0,3,0,0,5,Siaya
215,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
397,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
1974,3,2,0,0,0,0,0,0,0,3,0,0,0,Homa Bay
1960,4,2,0,0,0,0,0,0,0,3,0,0,0,Homa Bay
210,28,4,2,4,0,2,13,12,0,2,1,0,6,Bungoma
541,2,2,0,0,0,0,0,0,0,3,0,0,0,Migori
293,2,1,0,0,0,0,0,0,0,0,0,0,1,Migori
189,8,0,1,0,0,1,0,0,0,1,0,0,1,Kirinyaga
1489,126,22,7,2,0,17,17,10,0,7,0,0,20,Makueni
2524,8,2,0,2,0,1,2,1,0,3,0,0,1,Nakuru
133,51,3,2,8,0,18,8,6,1,1,0,0,6,Trans Nzoia
8088,99,17,2,5,0,9,0,0,0,5,0,0,16,Nairobi
515,15,0,1,4,0,1,3,3,0,0,0,0,3,Makueni
3273,82,29,1,0,0,2,1,1,0,14,0,0,8,Nairobi
160,6,2,0,0,0,2,0,0,0,0,0,0,2,Machakos
0,3,0,0,0,0,0,0,0,0,0,0,0,0,Machakos
170,3,0,0,0,0,0,0,0,0,2,0,0,0,Isiolo
914,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
1264,1,1,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
1673,0,0,0,0,0,3,0,0,0,0,0,0,0,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
3001,69,14,9,4,1,14,2,0,0,4,1,0,10,Baringo
3140,76,20,9,4,1,14,2,0,0,2,1,0,10,Baringo
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Marsabit
257,37,5,1,7,1,9,5,4,1,1,0,0,4,Machakos
10307,373,91,0,1,0,21,1,0,0,3,0,0,61,Nairobi
257,37,5,1,7,1,9,5,4,1,1,0,0,4,Machakos
302,0,0,0,0,0,0,0,0,0,1,0,0,0,Garissa
200,11,3,0,0,0,0,1,0,0,0,0,0,4,Kiambu
11927,141,49,5,0,0,6,1,0,0,24,0,0,6,Nairobi
4,0,0,0,0,0,0,0,0,0,1,0,0,0,Kilifi
6,0,0,0,0,0,0,0,0,0,0,0,0,0,Kwale
5563,43,5,3,2,6,63,26,11,0,4,0,0,4,Nakuru
261,4,3,0,0,0,0,0,0,0,0,0,0,0,Murang'A
913,97,4,7,11,1,16,21,18,0,6,1,0,5,Uasin Gishu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
15610,195,30,5,5,0,16,1,0,0,9,0,0,18,Nairobi
1689,5,0,0,2,1,0,1,1,0,1,0,0,0,Kakamega
2252,12,2,1,0,0,2,4,4,0,1,0,0,1,Tharaka - Nithi
22,15,1,1,0,0,0,0,0,0,0,0,0,1,Machakos
11216,422,96,11,3,0,82,2,1,0,10,0,0,109,Nairobi
332,0,0,0,0,0,0,0,0,0,1,0,0,0,Kiambu
634,26,5,2,0,0,1,8,0,0,1,0,0,1,Mombasa
28,22,0,2,1,0,1,5,4,0,3,1,0,6,Embu
3476,66,10,2,5,0,37,6,2,0,14,1,0,9,Turkana
10766,43,2,0,6,0,11,0,0,0,0,0,0,2,Kajiado
0,2,0,0,1,0,0,0,0,0,0,0,0,0,Trans Nzoia
1277,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,6,2,0,0,0,0,0,0,0,0,0,0,1,Kiambu
0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
2922,16,3,1,2,0,1,1,0,0,0,0,0,5,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vihiga
0,2,1,1,0,0,0,0,0,0,2,0,0,0,Taita Taveta
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nairobi
251,17,0,2,1,0,5,6,4,0,1,0,0,2,Samburu
970,2,1,0,0,0,0,0,0,0,0,0,0,1,Siaya
841,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
4419,55,9,1,6,2,6,7,7,0,13,1,3,5,Nyeri
122,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
21115,41,7,0,0,1,0,0,0,0,4,0,0,0,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Samburu
77,5,0,0,1,0,0,0,0,0,0,0,0,0,Kiambu
84,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
512,7,3,0,1,0,0,0,0,0,0,0,0,1,Kiambu
13093,648,57,10,2,0,130,2,0,0,3,0,0,48,Nairobi
812,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
206,23,3,0,0,0,2,1,1,0,1,0,0,0,Kiambu
5960,22,1,1,3,0,8,8,7,0,1,0,0,4,Nakuru
7038,1779,229,22,28,2,327,4,2,0,30,0,0,85,Nairobi
6600,9,2,0,0,0,0,0,0,0,0,0,0,0,Nairobi
5882,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandera
16,0,0,0,0,0,0,0,0,0,1,0,0,0,Mandera
726,0,0,0,0,0,0,0,0,0,1,0,0,0,Nakuru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nandi
2336,554,11,1,88,15,102,59,38,5,16,7,12,16,Nairobi
8013,5,1,0,0,0,4,2,1,0,1,0,0,0,Nakuru
1,9,3,0,0,0,0,0,0,0,1,0,0,1,Kiambu
239,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
203,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
24,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
782,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
7,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
24,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Migori
511,7,2,0,0,0,0,0,0,0,0,0,0,2,Wajir
18,5,3,0,0,0,0,0,0,0,0,0,1,1,Kilifi
50,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
76,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
1040,33,8,2,2,0,5,5,2,0,5,2,1,1,Taita Taveta
3207,17,3,1,1,1,2,2,1,0,4,1,1,0,Mombasa
315,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
16,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
57,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
3281,359,10,1,56,10,85,46,29,3,21,10,4,8,Nairobi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
2929,406,10,1,73,13,98,50,34,3,16,9,6,10,Nairobi
1867,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
841,0,0,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
18,2,0,1,0,0,0,0,0,0,1,0,0,0,Kisii
24,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
20,2,2,0,0,0,0,0,0,0,0,0,0,0,Kisii
27,1,1,0,0,0,0,0,0,0,0,0,0,0,Meru
1,2,0,0,0,0,0,0,0,0,0,0,0,0,Meru
959,21,5,0,1,0,0,0,0,0,2,0,0,6,Kiambu
10486,364,56,0,1,0,23,1,0,0,3,0,0,68,Nairobi
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
1845,0,0,0,0,0,0,1,0,0,0,0,0,0,Kisii
1460,2,2,0,0,0,0,1,1,0,1,0,0,0,Nyeri
335,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
51,1,0,1,0,0,0,0,0,0,0,0,0,0,Siaya
2458,2,2,0,0,0,0,0,0,0,0,0,0,0,Homa Bay
8,14,0,1,2,1,3,2,2,0,0,0,0,2,Murang'A
309,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
4,12,1,0,1,0,0,1,1,0,0,0,0,2,Uasin Gishu
10766,43,2,0,6,0,11,0,0,0,0,0,0,2,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
20,2,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
646,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
44,0,0,0,0,0,0,2,1,0,2,0,0,0,Nakuru
1027,2,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
303,2,2,0,0,0,0,0,0,0,0,0,0,0,Tana River
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Kilifi
8,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
3389,218,43,10,3,0,41,9,8,0,16,5,0,14,Nairobi
331,4,2,1,0,0,0,0,0,0,0,0,0,0,Kajiado
5368,30,5,3,1,0,11,8,2,0,1,1,0,8,Nairobi
4905,77,4,3,9,3,11,3,2,0,11,2,0,12,Nairobi
6,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
12,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
10766,43,2,0,6,0,11,0,0,0,0,0,0,2,Kajiado
10766,43,2,0,6,0,11,0,0,0,0,0,0,2,Kajiado
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
8501,40,2,0,6,0,10,1,0,0,1,0,0,2,Kajiado
10766,43,2,0,6,0,11,0,0,0,0,0,0,2,Kajiado
749,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
48,1,1,0,0,0,0,0,0,0,0,0,0,0,Narok
2865,15,1,2,1,0,0,3,3,0,0,0,0,2,Migori
685,3,2,0,0,0,0,0,0,0,0,0,0,0,Migori
5512,37,10,0,4,0,1,0,0,0,0,0,0,1,Nairobi
58,4,2,0,0,0,0,0,0,0,1,0,0,0,Kakamega
790,2,1,0,0,0,0,0,0,0,0,0,0,0,Kisii
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
248,1,0,0,0,0,0,0,0,0,1,0,0,0,Kericho
52,4,0,0,0,0,0,0,0,0,0,0,0,0,Meru
879,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyeri
7007,1790,231,21,29,2,324,7,4,0,38,1,0,88,Nairobi
10385,419,114,10,6,0,65,1,0,0,40,0,0,30,Nairobi
19,3,0,0,1,0,1,0,0,0,1,0,0,0,Murang'A
0,10,5,0,1,0,1,0,0,0,0,0,0,0,Machakos
1287,2,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
1260,12,1,1,0,0,0,3,3,0,0,0,0,2,Migori
0,5,2,0,0,0,0,0,0,0,0,0,0,2,Baringo
215,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
617,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisumu
220,2,1,0,0,0,0,0,0,0,0,0,0,0,Vihiga
1,0,0,0,0,0,0,1,1,0,2,0,0,0,Nandi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
5512,37,10,0,4,0,1,0,0,0,0,0,0,1,Nairobi
2420,1,1,0,0,0,0,0,0,0,0,0,0,0,Mandera
1439,5,0,0,0,0,0,0,0,0,0,0,0,0,Nyamira
10517,2533,214,31,5,2,221,8,4,0,37,3,2,162,Nairobi
191,8,0,1,0,0,1,0,0,0,1,0,0,1,Kirinyaga
3489,48,0,1,14,3,12,12,7,2,12,5,3,6,Kilifi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
5780,8,4,0,0,0,0,3,3,0,1,0,0,1,Nakuru
215,33,2,0,6,1,3,17,14,0,3,0,0,1,Meru
664,4,3,0,0,0,0,0,0,0,0,0,0,1,Kiambu
2745,15,1,2,1,0,0,3,3,0,0,0,0,2,Migori
236,16,5,0,1,0,0,0,0,0,1,0,0,0,Kwale
4686,44,5,1,10,0,12,5,3,0,2,0,0,5,Nairobi
8822,24,1,1,2,1,5,2,0,0,0,0,0,6,Nairobi
4934,7,4,0,0,0,0,0,0,0,0,0,0,0,Nairobi
1030,25,6,2,1,0,4,0,0,0,13,0,0,6,Nairobi
0,3,3,0,0,0,0,0,0,0,0,0,0,0,Bungoma
3071,71,8,4,19,2,17,4,3,0,20,2,0,7,Nairobi
1939,93,6,5,23,2,15,3,2,0,28,2,0,6,Nairobi
63,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
37,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
644,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
1515,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
129,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
245,3,0,0,1,0,0,0,0,0,0,0,0,0,Meru
245,3,0,0,1,0,0,0,0,0,0,0,0,0,Meru
0,0,0,0,0,0,0,0,0,0,2,0,0,0,Meru
425,59,9,2,4,1,6,1,0,0,2,0,0,4,Kiambu
310,57,4,1,4,0,6,3,0,0,1,1,0,2,Kiambu
397,56,9,1,4,1,7,1,0,0,2,0,0,2,Kiambu
520,48,11,1,3,0,5,1,0,0,1,0,0,2,Kiambu
564,44,11,1,2,0,3,0,0,0,1,0,0,2,Kiambu
1221,20,4,1,0,0,0,0,0,0,0,0,0,3,Busia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tharaka - Nithi
55,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
44,4,2,0,0,0,0,0,0,0,2,0,0,2,Taita Taveta
383,4,0,0,0,0,0,0,0,0,0,0,0,0,Busia
3125,2,0,0,0,0,0,0,0,0,0,0,0,0,Laikipia
3446,0,0,0,0,0,0,0,0,0,0,0,0,0,Laikipia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trans Nzoia
126,7,1,0,2,1,1,0,0,0,1,0,0,1,Embu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,0,0,0,0,0,0,1,0,0,0,0,0,0,Garissa
2638,624,11,3,90,16,107,70,44,5,48,13,13,17,Nairobi
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kitui
13,35,0,0,0,0,0,0,0,0,0,0,0,0,Busia
9,14,0,1,2,1,3,2,2,0,0,0,0,2,Murang'A
1682,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
0,3,1,1,0,0,0,0,0,0,0,0,0,0,Nyandarua
0,2,2,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
3383,22,3,2,3,0,1,4,2,1,1,0,1,5,Nyeri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
510,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyeri
10766,43,2,0,6,0,11,0,0,0,0,0,0,2,Kajiado
1071,0,0,0,0,0,0,0,0,0,0,0,0,0,Kisii
1705,3,2,0,0,0,0,0,0,0,0,0,1,0,Homa Bay
67,2,0,0,0,0,0,0,0,0,0,0,0,0,Kiambu
1253,0,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
0,1,1,0,0,0,0,1,0,0,0,0,0,0,Nyandarua
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
3650,11,0,2,3,0,1,2,0,0,0,0,0,2,Nyeri
586,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
41,0,0,0,0,0,0,0,0,0,0,0,0,0,Embu
190,0,0,0,0,0,0,0,0,0,1,0,0,0,Makueni
0,26,6,0,0,0,0,0,0,0,0,0,0,1,Kilifi
0,2,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
48,2,0,0,0,0,0,0,0,0,0,0,0,0,Murang'A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
20,1,1,0,0,0,0,0,0,0,1,0,0,0,Vihiga
49,1,1,0,0,0,0,0,0,0,3,0,0,0,Vihiga
10425,107,12,11,2,4,60,35,14,0,6,2,0,13,Wajir
56,4,3,0,0,0,0,0,0,0,1,0,0,0,Baringo
12,0,0,0,0,0,0,0,0,0,0,0,0,0,Elegeyo-Marakwet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trans Nzoia
1163,4,2,0,0,0,0,0,0,0,1,0,0,0,Wajir
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wajir
0,2,2,0,0,0,0,0,0,0,0,0,0,0,Bungoma
1947,3,1,0,0,0,0,0,0,0,0,0,0,0,Nakuru
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
621,0,0,0,0,0,0,0,0,0,0,0,0,0,Bomet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kericho
9899,2613,275,39,47,5,428,11,8,0,40,0,0,130,Nairobi
157,11,4,0,0,0,1,0,0,0,0,0,0,5,Kiambu
0,4,3,0,0,0,0,0,0,0,0,0,0,0,Machakos
329,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilifi
0,0,0,0,0,0,0,0,0,0,1,0,0,0,Nyeri
928,0,0,0,0,0,0,0,0,0,0,0,0,0,Nakuru
4249,33,6,4,0,0,7,0,0,0,0,0,0,3,Garissa
0,2,0,0,0,0,0,0,0,0,0,0,0,0,Kirinyaga
20,4,3,0,0,0,0,0,0,0,2,0,0,0,Taita Taveta
44,4,2,0,0,0,0,0,0,0,2,0,0,2,Taita Taveta
189,8,0,1,0,0,1,0,0,0,1,0,0,1,Kirinyaga
169,1,0,0,0,0,0,0,0,0,0,0,0,0,Siaya
3240,60,3,2,12,4,14,11,9,1,4,0,0,3,Narok
6,8,1,0,1,0,1,3,3,0,0,0,0,1,Kirinyaga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
53,14,3,0,2,0,3,3,3,0,1,0,0,0,Kirinyaga
402,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
42,14,3,0,2,0,3,3,3,0,1,0,0,0,Kirinyaga
674,0,0,0,0,0,0,0,0,0,0,0,0,0,Marsabit
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
3863,70,14,7,2,0,32,11,9,0,8,4,0,3,Nairobi
330,173,6,3,23,9,45,39,30,0,16,2,3,19,Mombasa
456,145,5,1,26,7,28,44,25,0,6,1,5,18,Mombasa
19,2,0,0,0,0,0,0,0,0,1,0,0,1,Kajiado
867,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
218,2,0,1,0,0,0,0,0,0,1,0,0,1,Kajiado
32,0,0,0,0,0,0,0,0,0,0,0,0,0,Garissa
1038,2,0,0,0,0,0,1,1,0,0,0,0,0,Kakamega
226,0,0,0,0,0,0,0,0,0,1,0,0,0,Mandera
684,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
796,0,0,0,0,0,0,0,0,0,1,0,0,0,Mandera
1235,111,20,3,8,5,19,23,16,0,27,2,0,15,Mombasa
11,0,0,0,0,0,0,0,0,0,0,0,0,0,Baringo
57,0,0,0,0,0,0,0,0,0,0,0,0,0,Narok
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turkana
333,0,0,0,0,0,0,0,0,0,0,0,0,0,Wajir
56,6,0,0,1,0,1,0,0,0,0,0,0,0,Makueni
7,6,2,0,0,0,1,0,0,0,0,0,0,0,Kajiado
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Meru
1,0,0,0,0,0,0,0,0,0,0,0,0,0,Laikipia
83,10,0,0,2,0,5,6,2,0,0,0,0,1,Marsabit
251,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
236,3,0,0,0,0,0,0,0,0,0,0,0,1,Embu
2980,71,17,6,2,0,32,9,8,0,8,4,0,5,Nairobi
135,16,5,1,0,1,1,0,0,0,0,0,0,2,Baringo
145,16,5,1,0,1,1,0,0,0,0,0,0,2,Baringo
96,56,7,3,2,2,2,1,1,0,2,0,0,4,Kitui
1927,5,0,0,1,0,0,0,0,0,0,0,0,0,Nakuru
67,34,5,1,4,0,6,2,1,0,0,0,0,3,Bungoma
550,40,6,0,7,0,1,4,2,0,1,0,2,5,Kajiado
0,1,1,0,0,0,0,0,0,0,0,0,0,0,Nyandarua
11423,91,12,8,1,3,49,28,12,0,6,2,0,12,Wajir
369,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
196,18,2,0,3,1,2,2,2,0,1,0,0,1,Meru
300,0,0,0,0,0,0,0,0,0,0,0,0,0,Nyeri
20859,41,7,0,0,1,0,0,0,0,4,0,0,0,Nairobi
9555,40,5,0,4,0,9,2,2,0,0,0,0,2,Kajiado
